id,title,transcription,storage_path,album_id,created_at,updated_at,position_index
12,24-3,"[{""type"":""filler"",""endTime"":2.323128},{""text"":""ボランティアはお年寄りに何をしてあげましたか。 レポートを書いてください。"",""type"":""content"",""endTime"":9.539984},{""type"":""filler"",""endTime"":11.544864},{""text"":""おはようございます。 中野さん、お元気ですか。"",""type"":""content"",""endTime"":16.139182,""speaker"":""A""},{""text"":""ええ、元気ですよ。 今日は服を買いに行きたいですが、いいですか。"",""type"":""content"",""endTime"":22.408133,""speaker"":""B""},{""text"":""ええ、 一緒に行きましょう。 いつものスーパーですね。"",""type"":""content"",""endTime"":27.274129,""speaker"":""A""},{""text"":""あのう、駅の前の新しいスーパーへ連れて行ってくれますか。 買い物は楽しいですから。"",""type"":""content"",""endTime"":36.538363,""speaker"":""B""},{""text"":""はい、一緒に行きましょう。"",""type"":""content"",""endTime"":39.474489,""speaker"":""A""},{""type"":""filler"",""endTime"":42.647058},{""text"":""こんにちは。 吉田さん、今日は足の調子はいかがですか。"",""type"":""content"",""endTime"":48.294845,""speaker"":""A""},{""text"":""ちょっと痛いですから、今日は寝ています。 すみませんが、部屋の掃除をしてくれますか。"",""type"":""content"",""endTime"":55.793438,""speaker"":""B""},{""text"":""はい、分りました。 それから、晩ご飯を作りましょうか。"",""type"":""content"",""endTime"":61.108817,""speaker"":""A""},{""text"":""ええ、 お願いします。"",""type"":""content"",""endTime"":63.547159,""speaker"":""B""},{""type"":""filler"",""endTime"":66.346202},{""text"":""田村さん、こんにちは。あ、きれいな花ですね。"",""type"":""content"",""endTime"":72.726744,""speaker"":""A""},{""text"":""ええ、きれいでしょう。 隣の人がくれました。"",""type"":""content"",""endTime"":77.125053,""speaker"":""B""},{""text"":""体の調子はどうですか。"",""type"":""content"",""endTime"":79.638229,""speaker"":""A""},{""text"":""手がとても痛いです。 物を持つことができません。 あのう、 病院で薬を取りに行ってください。"",""type"":""content"",""endTime"":88.634447,""speaker"":""B""},{""text"":""はい、すぐ行きます。"",""type"":""content"",""endTime"":9999,""speaker"":""A""}]",8736152-24-3.m4a,4,2023-11-23 08:02:31.164599+00,2023-11-23 08:02:31.164599+00,243
13,24-2,"[{""type"":""filler"",""endTime"":1.686723},{""text"":""今日、日本語のクラスが終わります。 外国人は日本語のボランティアに何をしてもらいましたか。"",""type"":""content"",""endTime"":10.695349},{""type"":""filler"",""endTime"":12.97772},{""text"":""皆さんは日本語がとても上手になりましたね。でも、今日さよならを言わなければなりません。 寂しいですが、暇な時、遊びに来てくださいね。"",""type"":""content"",""endTime"":27.285335,""speaker"":""A""},{""text"":""田中さんは私たちに日本語をたくさん教えてくれました。ありがとう。"",""type"":""content"",""endTime"":33.548096,""speaker"":""B""},{""text"":""いいえ。 とても楽しかったです。"",""type"":""content"",""endTime"":36.751615,""speaker"":""A""},{""type"":""filler"",""endTime"":41.701836},{""text"":""私の先生は川崎さんでした。 私が病気になった時、病院へ連れて行ってくれましたね。 ありがとうございました。"",""type"":""content"",""endTime"":45.191518,""speaker"":""C""},{""text"":""もう体は大丈夫ですか。"",""type"":""content"",""endTime"":54.498642,""speaker"":""D""},{""text"":""はい、おかげさまで、良くなりました。"",""type"":""content"",""endTime"":57.764481,""speaker"":""C""},{""type"":""filler"",""endTime"":63.001394},{""text"":""佐野さん、 車が故障した時、 修理を手伝ってくれましたね。 ありがとうございました。"",""type"":""content"",""endTime"":70.871484,""speaker"":""B""},{""text"":""いいえ。"",""type"":""content"",""endTime"":73.609586,""speaker"":""E""},{""text"":""佐野さんは私の日本のおじいさんです。"",""type"":""content"",""endTime"":78.839686,""speaker"":""B""},{""type"":""filler"",""endTime"":83.72861},{""text"":""子供の学校の手紙は全部日本語でした。 でも、村上さんにスペイン語で説明してもらいましたから、 よく分かりました。 ありがとうございました。"",""type"":""content"",""endTime"":95.555391,""speaker"":""F""},{""text"":""いいえ、どういたしまして。"",""type"":""content"",""endTime"":98.561693,""speaker"":""G""},{""text"":""皆さん、本当にありがとうございました。"",""type"":""content"",""endTime"":9999,""speaker"":""BCF""}]",8736151-24-2.m4a,4,2023-11-22 13:18:21.704639+00,2023-11-22 13:18:21.704639+00,242
14,25-1,"[{""type"":""filler"",""endTime"":3.922482},{""text"":""ミラーさんは友達と話しました。 あとでミラーさんは電話で何と言いますか。"",""type"":""content"",""endTime"":10.961601},{""type"":""filler"",""endTime"":13.952537},{""text"":""イーサン、 金曜日の晩、家でパーティーをします。 暇だったら、来ませんか。"",""type"":""content"",""endTime"":20.672016,""speaker"":""A""},{""text"":""ありがとうございます。 大丈夫だと思いますけど、後で電話します。"",""type"":""content"",""endTime"":26.850679,""speaker"":""B""},{""type"":""filler"",""endTime"":33.102032},{""text"":""もしもし、ミラーさん。イーです。あのう、 金曜日の晩ですが、 出張しなければなりません。"",""type"":""content"",""endTime"":42.568048,""speaker"":""B""},{""type"":""filler"",""endTime"":46.669424},{""text"":""a．そうですか。じゃ、 6時に来てください。"",""type"":""content"",""endTime"":52.510827},{""text"":""b．そうですか。残念ですね。"",""type"":""content"",""endTime"":57.674862},{""type"":""filler"",""endTime"":60.889608},{""text"":""木村さん、明日のテニスですけど、天気は大丈夫ですか。"",""type"":""content"",""endTime"":67.130049,""speaker"":""A""},{""text"":""うーん、そうですね……。"",""type"":""content"",""endTime"":70.457649,""speaker"":""B""},{""text"":""もし、天気が悪かったら、映画に行きませんか。 チケットがありますから。"",""type"":""content"",""endTime"":76.813221,""speaker"":""A""},{""text"":""いいですね。"",""type"":""content"",""endTime"":78.710299,""speaker"":""B""},{""type"":""filler"",""endTime"":85.409521},{""text"":""もしもし、木村です。 今日は雨ですね。"",""type"":""content"",""endTime"":90.254169,""speaker"":""B""},{""type"":""filler"",""endTime"":94.445692},{""text"":""a．ええ。じゃ、 映画にいきましょう。"",""type"":""content"",""endTime"":99.82004},{""text"":""b．ええ。じゃ、 テニスに行きましょう。"",""type"":""content"",""endTime"":105.242862},{""type"":""filler"",""endTime"":108.058371},{""text"":""佐藤さん、今晩一緒に食事しませんか。"",""type"":""content"",""endTime"":112.02595,""speaker"":""A""},{""text"":""いいですね。でも今日は仕事がたくさんあって……。 7時ごろになると思いますが。"",""type"":""content"",""endTime"":120.629146,""speaker"":""B""},{""text"":""じゃ、7時までに終わったら、行きましょう。"",""type"":""content"",""endTime"":124.368736,""speaker"":""A""},{""text"":""分りました。"",""type"":""content"",""endTime"":125.879984,""speaker"":""B""},{""type"":""filler"",""endTime"":131.862598},{""text"":""もしもし、佐藤です。 もう7時ですけど、 仕事が終わりません。"",""type"":""content"",""endTime"":138.360773,""speaker"":""B""},{""type"":""filler"",""endTime"":142.635854},{""text"":""a．そうですか。じゃ、行きましょう。"",""type"":""content"",""endTime"":147.078629},{""text"":""b．そうですか。じゃ、 今晩はやめましょう。"",""type"":""content"",""endTime"":152.978016},{""type"":""filler"",""endTime"":156.25511},{""text"":""ミラーさん、 お茶を習いに行きませんか。 渡辺さんが教えてくれると言いました。 面白いと思いますが……。"",""type"":""content"",""endTime"":165.221091,""speaker"":""B""},{""text"":""うん、 習いたいですけど……。 何曜日ですか。"",""type"":""content"",""endTime"":169.600736,""speaker"":""A""},{""text"":""えーと、土曜日です。"",""type"":""content"",""endTime"":172.657574,""speaker"":""B""},{""text"":""午後だったら、大丈夫です。"",""type"":""content"",""endTime"":175.079631,""speaker"":""A""},{""text"":""じゃ、渡辺さんに時間を聞いて、電話しますね。"",""type"":""content"",""endTime"":179.399239,""speaker"":""B""},{""type"":""filler"",""endTime"":185.209698},{""text"":""もしもし、 お茶は土曜日の朝10時からです。"",""type"":""content"",""endTime"":189.659284,""speaker"":""B""},{""type"":""filler"",""endTime"":193.945803},{""text"":""a． そうですか。残念ですね。"",""type"":""content"",""endTime"":198.703229},{""text"":""b． そうですか。じゃ、 私も習いに行きます。"",""type"":""content"",""endTime"":204.587326},{""type"":""filler"",""endTime"":9999}]",8736082-25-1.m4a,4,2023-11-24 08:14:13.075271+00,2023-11-24 08:14:13.075271+00,251
15,25-3,"[{""type"":""filler"",""endTime"":1.522166},{""text"":""木村いずみさんはどちらがいいと思いましたか。"",""type"":""content"",""endTime"":6.372815},{""type"":""filler"",""endTime"":8.984868},{""text"":""ねえ、いずみ、この人、どう？東都大学で経済を勉強して、 興味はコンピューター。 スポーツはあまり好きじゃ……。"",""type"":""content"",""endTime"":19.693141,""speaker"":""A""},{""text"":""うーん。 いくら頭が良くても、スポーツが嫌いな人は面白いないわ。 もっと元気で、スポーツが好きな人がいいな。"",""type"":""content"",""endTime"":28.298125,""speaker"":""B""},{""type"":""filler"",""endTime"":31.413206},{""text"":""いずみ、赤井さんと黒井さんと、どちらがよかった。"",""type"":""content"",""endTime"":36.727344,""speaker"":""A""},{""text"":""うーん。赤井さんかな。"",""type"":""content"",""endTime"":40.647476,""speaker"":""B""},{""text"":""黒井さんはお金がたくさんあるわよ。"",""type"":""content"",""endTime"":44.021221,""speaker"":""A""},{""text"":""赤井さんはお金がなくても、頭が良くて、ユーモアがあって、ステキだわ。"",""type"":""content"",""endTime"":49.539638,""speaker"":""B""},{""text"":""ふうん、そう……。私だったら、黒井さんね。"",""type"":""content"",""endTime"":54.490907,""speaker"":""A""},{""text"":""あ、そう。お母さん、私、赤井さんと結婚するわ。"",""type"":""content"",""endTime"":59.2293,""speaker"":""B""},{""type"":""filler"",""endTime"":62.03049},{""text"":""ちょっと、これ、見て。 ハワイで結婚式と旅行、全部で８０万円よ。安いわね。きれいな海、すてきよ。"",""type"":""content"",""endTime"":72.794795,""speaker"":""B""},{""text"":""2人で80万円。"",""type"":""content"",""endTime"":75.160935,""speaker"":""C""},{""text"":""うん、そうよ。"",""type"":""content"",""endTime"":76.47545,""speaker"":""B""},{""text"":""でも、いくら安くても、 両親や友達が来てくれなかったら、寂しいね。"",""type"":""content"",""endTime"":81.962425,""speaker"":""C""},{""text"":""あら、そう？ みんなが来なくても、あなたと一緒だったら、いいわ。"",""type"":""content"",""endTime"":86.84996,""speaker"":""B""},{""type"":""filler"",""endTime"":90.351396},{""text"":""ねえ、わたし、結婚しても、 名前を変えたくないわ。"",""type"":""content"",""endTime"":94.998384,""speaker"":""B""},{""text"":""えっ、 名前を変えなかったら、不便だよ。 みんな結婚したら、名前を変えるよ。「赤井いずみ」すてきだよ。"",""type"":""content"",""endTime"":106.076896,""speaker"":""C""},{""text"":""不便でも、変えたくないわ。"",""type"":""content"",""endTime"":108.739523,""speaker"":""B""},{""text"":""でも、いろいろ大変だよ。"",""type"":""content"",""endTime"":111.62352,""speaker"":""C""},{""text"":""じゃ、 あなたが変えて。"",""type"":""content"",""endTime"":9999,""speaker"":""B""}]",8736084-25-3.mp3,4,2023-11-24 11:09:40.642552+00,2023-11-24 11:09:40.642552+00,253
16,22-4,"[{""type"":""filler"",""endTime"":2.640518},{""text"":""最近の言葉について話しています。 言葉と数字を入れてください。"",""type"":""content"",""endTime"":9.819315},{""text"":""最近、「体の調子が悪い」「 すぐ疲れる」 という子供が多くなりました。"",""type"":""content"",""endTime"":18.57495},{""text"":""子供の仕事は遊ぶことです。"",""type"":""content"",""endTime"":21.9898},{""text"":""外でよく遊ぶ子供は元気です。"",""type"":""content"",""endTime"":25.348371},{""text"":""しかし、最近の子供はあまり遊びません。"",""type"":""content"",""endTime"":29.581694},{""text"":""どうして遊ばないと思いますか。"",""type"":""content"",""endTime"":33.041656},{""text"":""この資料をちょっと見てください。"",""type"":""content"",""endTime"":36.569106},{""text"":""まず、「 テレビを見る時間が多い」 が1番多くて、 66%です。"",""type"":""content"",""endTime"":44.799559},{""text"":""次に、「勉強が忙しい」で、64%です。"",""type"":""content"",""endTime"":51.060653},{""text"":""3番目は「 遊ぶところがない」で、35％。"",""type"":""content"",""endTime"":56.956018},{""text"":""次の31%は「一緒に遊ぶ友達がいない」です。"",""type"":""content"",""endTime"":62.745534},{""text"":""それから、28%は「両親が遊んではいけないと言うから」です。"",""type"":""content"",""endTime"":69.789567},{""text"":""「 遊び方を知らない」という子どもも23％います。"",""type"":""content"",""endTime"":75.705163},{""text"":""「 車が多いから、外は危ない」が21%です。"",""type"":""content"",""endTime"":81.920589},{""text"":""「 両親が遊ぶ事は大切だと思わないから」が17％です。"",""type"":""content"",""endTime"":88.826038},{""text"":""皆さん、これを見て、どう思いますか。"",""type"":""content"",""endTime"":9999}]",8735380-22-4.m4a,4,2023-11-26 13:32:36.109601+00,2023-11-26 13:32:36.109601+00,224
23,37-2,"[{""type"":""filler"",""endTime"":3.018159},{""text"":""高橋さん、何かいいことがあったんですか。"",""type"":""content"",""endTime"":6.269753,""speaker"":""女""},{""text"":""ええ。 実は渡辺さんに映画に誘われたんです。"",""type"":""content"",""endTime"":10.31661,""speaker"":""男""},{""text"":""あら、よかったですね。"",""type"":""content"",""endTime"":12.910742,""speaker"":""女""},{""type"":""filler"",""endTime"":14.663102},{""text"":""男の人は渡辺さんに映画に誘いました。"",""type"":""content"",""endTime"":19.661808},{""type"":""filler"",""endTime"":21.7167},{""text"":""田中さん、明日自転車を貸していただけませんか。"",""type"":""content"",""endTime"":26.036509,""speaker"":""女""},{""text"":""すみません。 先週息子が壊してしまったんです。 今修理してもらっているんです。"",""type"":""content"",""endTime"":31.98474,""speaker"":""男""},{""text"":""そうですか。"",""type"":""content"",""endTime"":33.637005,""speaker"":""女""},{""type"":""filler"",""endTime"":35.510716},{""text"":""男の人は、息子に車を壊されました。"",""type"":""content"",""endTime"":40.22253},{""type"":""filler"",""endTime"":42.454413},{""text"":""旅行はどうでしたか。"",""type"":""content"",""endTime"":44.672489,""speaker"":""女""},{""text"":""とても楽しかったんですよ。 でも、空港でカバンをとられてしまったんです。"",""type"":""content"",""endTime"":50.050984,""speaker"":""男""},{""text"":""まあ。パスポートも入ってたんですか。"",""type"":""content"",""endTime"":52.664865,""speaker"":""女""},{""text"":""いいえ、 パスポートはほかの所に入れてありましたから、大丈夫でした。"",""type"":""content"",""endTime"":57.348533,""speaker"":""男""},{""type"":""filler"",""endTime"":59.416281},{""text"":""男の人はパスポートを取られました。"",""type"":""content"",""endTime"":63.362051},{""type"":""filler"",""endTime"":65.832035},{""text"":""これ、誕生日のプレゼント。"",""type"":""content"",""endTime"":68.615843,""speaker"":""男""},{""text"":""わあ、ありがとう。何？"",""type"":""content"",""endTime"":71.009349,""speaker"":""女""},{""text"":""ドイツの歌のCD。 歌の説明が中に入っているよ。"",""type"":""content"",""endTime"":75.334088,""speaker"":""男""},{""text"":""でも、私、ドイツ語がわからない。"",""type"":""content"",""endTime"":79.311103,""speaker"":""女""},{""text"":""英語の説明もあるから、大丈夫だよ。"",""type"":""content"",""endTime"":82.114455,""speaker"":""男""},{""type"":""filler"",""endTime"":84.107604},{""text"":""説明はドイツ語と英語で書かれています。"",""type"":""content"",""endTime"":88.215487},{""type"":""filler"",""endTime"":9999}]",208572018-37-2.m4a,5,2023-11-24 05:31:06.049304+00,2023-11-24 05:31:06.049304+00,372
17,01-1,"[{""type"":""filler"",""endTime"":8.499941},{""text"":""名前はaですか、bですか。"",""type"":""content"",""endTime"":12.478381},{""type"":""filler"",""endTime"":15.341747},{""text"":""はじめまして、益田です。"",""type"":""content"",""endTime"":18.115402,""speaker"":""A""},{""text"":""松田（まつだ）さんですね。"",""type"":""content"",""endTime"":19.916547,""speaker"":""B""},{""text"":""いいえ、益田（ますだ）です。"",""type"":""content"",""endTime"":22.849689,""speaker"":""A""},{""type"":""filler"",""endTime"":25.191937},{""text"":""はじめまして。佐野（さの）です。どうぞよろしく。"",""type"":""content"",""endTime"":29.839367,""speaker"":""A""},{""text"":""さろさんですか。"",""type"":""content"",""endTime"":29.839367,""speaker"":""B""},{""text"":""いいえ、佐野です。"",""type"":""content"",""endTime"":33.868558,""speaker"":""A""},{""type"":""filler"",""endTime"":37.374623},{""text"":""こんにちは、鈴木です。"",""type"":""content"",""endTime"":39.991786,""speaker"":""A""},{""text"":""ああ、鈴木さんですね。"",""type"":""content"",""endTime"":42.041922,""speaker"":""B""},{""text"":""ええ。"",""type"":""content"",""endTime"":42.895704,""speaker"":""A""},{""type"":""filler"",""endTime"":46.323707},{""text"":""失礼ですかが、お名前は？"",""type"":""content"",""endTime"":48.892416,""speaker"":""A""},{""text"":""後藤（ごとう）です。"",""type"":""content"",""endTime"":50.708903,""speaker"":""B""},{""text"":""こどうさんですか。"",""type"":""content"",""endTime"":52.59574,""speaker"":""B""},{""text"":""いいえ、後藤です。"",""type"":""content"",""endTime"":9999,""speaker"":""A""}]",8735317-01-1.m4a,4,2023-11-26 13:05:56.023868+00,2023-11-26 13:05:56.023868+00,11
18,25-2,"[{""type"":""filler"",""endTime"":1.942206},{""text"":""明日の予定を書いてください。"",""type"":""content"",""endTime"":5.104422},{""type"":""filler"",""endTime"":7.955571},{""text"":""明日の予定です。 よく聞いてください。"",""type"":""content"",""endTime"":11.801139,""speaker"":""女""},{""text"":""はい。"",""type"":""content"",""endTime"":12.775807,""speaker"":""男""},{""text"":""朝の会議が終わったら、 すぐ東京出張の資料を作ってください。"",""type"":""content"",""endTime"":17.899848,""speaker"":""女""},{""type"":""filler"",""endTime"":21.955988},{""text"":""資料を作ったら、すぐ部長に見せてください。"",""type"":""content"",""endTime"":25.823751,""speaker"":""女""},{""text"":""はい。"",""type"":""content"",""endTime"":26.800999,""speaker"":""男""},{""text"":""12時までにお願いします。"",""type"":""content"",""endTime"":29.180973,""speaker"":""女""},{""type"":""filler"",""endTime"":33.222558},{""text"":""課長、午後は何をしますか。"",""type"":""content"",""endTime"":36.582401,""speaker"":""男""},{""text"":""1時から3時までパワー電気とテレビ会議をします。"",""type"":""content"",""endTime"":40.917853,""speaker"":""女""},{""text"":""分りました。"",""type"":""content"",""endTime"":42.380339,""speaker"":""男""},{""type"":""filler"",""endTime"":46.095871},{""text"":""会議が終わったら、空港へホワイトさんを迎えに行ってください。"",""type"":""content"",""endTime"":50.920286,""speaker"":""女""},{""text"":""はい、 空港ですね。"",""type"":""content"",""endTime"":52.922647,""speaker"":""男""},{""text"":""飛行機は5時半に着きます。ホワイトさんに会ったら、 私に電話をかけてください。　"",""type"":""content"",""endTime"":59.303584,""speaker"":""女""},{""text"":""はい。"",""type"":""content"",""endTime"":60.307342,""speaker"":""男""},{""type"":""filler"",""endTime"":63.925312},{""text"":""それから、ホワイトさんをミラーホテルへ連れて行ってください。 私も部長とホテル行って、一緒に食事します。"",""type"":""content"",""endTime"":72.798433,""speaker"":""女""},{""text"":""はい、分りました。"",""type"":""content"",""endTime"":9999,""speaker"":""男""}]",8736083-25-2.m4a,4,2023-11-24 09:19:21.828307+00,2023-11-24 09:19:21.828307+00,252
19,23-4,"[{""text"":""4番　どこですか。"",""type"":""content"",""endTime"":3.391968},{""type"":""filler"",""endTime"":10.995334},{""text"":""すみません。 レストラン「マミー」はどこですか。"",""type"":""content"",""endTime"":15.241918,""speaker"":""A""},{""text"":""「マミー」ですか。 あそこに信号がありますね。 あの信号を右へ曲がって、50メートルぐらい行くと、左にありますよ。"",""type"":""content"",""endTime"":25.678246,""speaker"":""B""},{""text"":""どうもありがとうございました。"",""type"":""content"",""endTime"":29.003605,""speaker"":""A""},{""type"":""filler"",""endTime"":31.744789},{""text"":""ちょっとすみません。 この近くに有名な歯医者がありますね。"",""type"":""content"",""endTime"":36.790894,""speaker"":""A""},{""text"":""有名な歯医者？"",""type"":""content"",""endTime"":38.938051,""speaker"":""B""},{""text"":""ええ。ゴトブギデンター……。"",""type"":""content"",""endTime"":41.874868,""speaker"":""A""},{""text"":""あー、「ことぶきデンタル」ね。「ことぶきデンタル」は、この道をまっすぐ行って、二つ目の角を左へ曲がってください。"",""type"":""content"",""endTime"":51.428904,""speaker"":""B""},{""text"":""2つ目を左ですね。"",""type"":""content"",""endTime"":53.40703,""speaker"":""A""},{""text"":""ええ。 左へ曲がって、少し行くと、古い橋があります。"",""type"":""content"",""endTime"":58.238956,""speaker"":""B""},{""text"":""ええ。"",""type"":""content"",""endTime"":59.216983,""speaker"":""A""},{""text"":""その橋を渡ると、右に小さいスーパーがあります。 その前です。"",""type"":""content"",""endTime"":65.182478,""speaker"":""B""},{""text"":""スーパーの前ですね。 どうもありがとうございました。"",""type"":""content"",""endTime"":69.917127,""speaker"":""A ""},{""type"":""filler"",""endTime"":72.678631},{""text"":""あのう、やまと美術館へ行きたいです。行き方を教えてください。"",""type"":""content"",""endTime"":79.217303,""speaker"":""A""},{""text"":""えーと、 ここから25番のバスに乗って、 3つ目で降りてください。"",""type"":""content"",""endTime"":86.246234,""speaker"":""B""},{""text"":""3つ目ですね。"",""type"":""content"",""endTime"":87.815422,""speaker"":""A""},{""text"":""バスを降りると、 前に大きい公園があります。 その中に美術館があります。 面白いデザインの建物ですから、すぐわかります。"",""type"":""content"",""endTime"":98.622844,""speaker"":""B""},{""text"":""分りました。どうも。"",""type"":""content"",""endTime"":9999,""speaker"":""A""}]",8736149-23-4.m4a,4,2023-11-16 06:59:52.259407+00,2023-11-16 06:59:52.259407+00,234
20,23-1,"[{""type"":""filler"",""endTime"":3.738013},{""text"":""出張にいろいろなものを持って行きます。 どんな時、使いますか？"",""type"":""content"",""endTime"":10.207695},{""text"":""明日からアメリカ出張だね。 荷物は？わあ、たくさん薬を持って行くね。いつ飲むの？"",""type"":""content"",""endTime"":23.583615,""speaker"":""A""},{""text"":""この赤い薬は、疲れたとき。この白いのは、頭が痛いとき。"",""type"":""content"",""endTime"":30.57291,""speaker"":""B""},{""type"":""filler"",""endTime"":32.996938},{""text"":""眼鏡もたくさんあるね。黒いの、小さいの、大きいの。 どんな時、かけるの？"",""type"":""content"",""endTime"":41.283958,""speaker"":""A""},{""text"":""この黒い眼鏡は、飛行機て寝るとき。それから、 この小さいのはパソコンを使うとき。"",""type"":""content"",""endTime"":48.759279,""speaker"":""B""},{""text"":""ふーん。この大きいのは？"",""type"":""content"",""endTime"":52.595259,""speaker"":""A""},{""text"":""それは街を歩く時。どう？ すてきてしょう？"",""type"":""content"",""endTime"":56.866567,""speaker"":""B""},{""type"":""filler"",""endTime"":62.613216},{""text"":""それは？ 帽子？"",""type"":""content"",""endTime"":64.81045,""speaker"":""A""},{""text"":""そう。帽子も要るてしょう"",""type"":""content"",""endTime"":67.894829,""speaker"":""B""},{""text"":""うん。 この小さいのはいつかぶるの？"",""type"":""content"",""endTime"":72.108277,""speaker"":""A""},{""text"":""雨の時。 軽いから、便利よ。"",""type"":""content"",""endTime"":75.183295,""speaker"":""B""},{""text"":""その白いのは？ 大きいね。"",""type"":""content"",""endTime"":78.000096,""speaker"":""A""},{""text"":""これはパーティーの時。きれいでしょう？"",""type"":""content"",""endTime"":81.285877,""speaker"":""B""},{""text"":""うん？うん。この青いのは？"",""type"":""content"",""endTime"":85.507735,""speaker"":""A""},{""text"":""それは、……ニューヨークて 野球を見に行くから。"",""type"":""content"",""endTime"":89.631902,""speaker"":""B""},{""text"":""え？野球？ この旅行、出張だよ。"",""type"":""content"",""endTime"":9999,""speaker"":""A""}]",8736146-23-1.m4a,4,2023-11-14 07:31:22.985278+00,2023-11-14 07:31:22.985278+00,231
21,36-1,"[{""type"":""filler"",""endTime"":5.384002},{""text"":""病気にならないように、何か気をつけていますか。"",""type"":""content"",""endTime"":10.989572},{""text"":""漢字が読めるようになりましたか。"",""type"":""content"",""endTime"":15.741834},{""text"":""日本語のニュースがわかるようになりましたか。"",""type"":""content"",""endTime"":21.631513},{""type"":""filler"",""endTime"":9999}]",208571323-36-1.m4a,5,2023-11-17 06:48:04.835008+00,2023-11-17 06:48:04.835008+00,361
22,36-2,"[{""type"":""filler"",""endTime"":3.259021},{""text"":""電子辞書、いつも持っているんですか。"",""type"":""content"",""endTime"":6.08859,""speaker"":""男""},{""text"":""ええ。分からない言葉がすぐ調べられますから。"",""type"":""content"",""endTime"":9.741496,""speaker"":""女""},{""text"":""ちょっと見せてください。ふうん、軽いんですね。"",""type"":""content"",""endTime"":14.829879,""speaker"":""男""},{""text"":""ええ、どこでも持って行けるし、便利ですよ。"",""type"":""content"",""endTime"":19.025719,""speaker"":""女""},{""type"":""filler"",""endTime"":21.165805},{""text"":""女の人は分からない言葉がすごく調べられるように、 いつも電子辞書を持っています。"",""type"":""content"",""endTime"":27.984293},{""type"":""filler"",""endTime"":30.314337},{""text"":""風邪を引いたんですか？"",""type"":""content"",""endTime"":32.465198,""speaker"":""男""},{""text"":""気をつけていたんですが。"",""type"":""content"",""endTime"":35.382161,""speaker"":""女""},{""text"":""おうちへ帰ったら、まず手を洗うようにすると、風邪がひきませんよ。"",""type"":""content"",""endTime"":39.817584,""speaker"":""男""},{""text"":""そうですか。じゃ、これからそうします。"",""type"":""content"",""endTime"":43.606594,""speaker"":""女""},{""type"":""filler"",""endTime"":45.001643},{""text"":""これから女の人は風邪をひいたとき、手を洗うようにしています。"",""type"":""content"",""endTime"":50.960569},{""type"":""filler"",""endTime"":53.550279},{""text"":""もう東京の生活に慣れましたか。"",""type"":""content"",""endTime"":56.535238,""speaker"":""女""},{""text"":""ええ。"",""type"":""content"",""endTime"":57.032259,""speaker"":""男""},{""text"":""食事は外でするんですか。"",""type"":""content"",""endTime"":59.263402,""speaker"":""女""},{""text"":""いいえ、朝と晩は自分で作っています。 やっとおいしい物が作れるようになりました。"",""type"":""content"",""endTime"":65.570444,""speaker"":""男""},{""text"":""男の人は料理ができません。"",""type"":""content"",""endTime"":71.735864},{""type"":""filler"",""endTime"":74.103073},{""text"":""おはよう。今日は遅いね。"",""type"":""content"",""endTime"":76.778457,""speaker"":""男""},{""text"":""朝起きられなかったの。"",""type"":""content"",""endTime"":78.713381,""speaker"":""女""},{""text"":""この時間の電車、込んでいるでしょう？"",""type"":""content"",""endTime"":81.764992,""speaker"":""男""},{""text"":""うん、すごいラッシュ。いつもは早い電車で来るようにしているんだけど。"",""type"":""content"",""endTime"":87.228543,""speaker"":""女""},{""text"":""女の人はいつもラッシュの電車で来ます。"",""type"":""content"",""endTime"":93.048365},{""type"":""filler"",""endTime"":9999}]",208571324-36-2.m4a,5,2023-11-17 07:17:38.330161+00,2023-11-17 07:17:38.330161+00,362
24,37-1,"[{""type"":""filler"",""endTime"":6.604083},{""text"":""お父さんに褒められたことがありますか。どんな時ですか。"",""type"":""content"",""endTime"":11.543001},{""type"":""filler"",""endTime"":13.517906},{""text"":""何か大切なものをとられたことがありますか。"",""type"":""content"",""endTime"":17.097214},{""type"":""filler"",""endTime"":19.038723},{""text"":""あなたの街で1番古い建物はなんですか。いつごろ建てられましたか。"",""type"":""content"",""endTime"":25.347196},{""type"":""filler"",""endTime"":27.352325},{""text"":""あなたの国から日本へどんな物が輸出されていますか。"",""type"":""content"",""endTime"":31.991402},{""type"":""filler"",""endTime"":9999}]",208572017-37-1.m4a,5,2023-11-24 04:55:10.199056+00,2023-11-24 04:55:10.199056+00,371
